author,category,description,infos,origin,pan_1,pan_2,pan_3,pan_pass,pic,rating,title
请参考图书详情,漫画,"刚上大学，我们怀着憧憬看了《奋斗》，当我们踟躇的时候，我们看了《我的青春谁做主》，就当我们即将豁然开朗的时候，一部《蜗居》把我们全拍死了。绝望中，我们看了《2012》，顿时淡定了。买什么房子啊，早晚要塌的！
——“原来你就是传说中的29071”
——“290是啥？”
——“290就是250+38+2。”","原价：20.00元
作者：嘿嘿
出版社： 时代文艺出版社
出版日期：2010-01-01
ISBN：9787538729580
字数: –
页码: 254
版次：1
开本：16",http://www.pdfbook.cn/18/5593.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8A%E9%84%99%E8%A7%86%E6%88%91%E7%9A%84%E4%BA%BA%E5%A4%9A%E4%BA%86%E4%BD%A0%E7%AE%97%E8%80%81%E5%87%A0%E3%80%8B%5B%E7%BC%96%5D%E5%98%BF%E5%98%BF%20%E6%97%B6%E4%BB%A3%E6%96%87%E8%89%BA%E5%87%BA%E7%89%88%E7%A4%BE%20201001.ebk3,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1151-216x300.png,,鄙视我的人多了你算老几
请参考图书详情,外国小说,盛夏，风景如画的剑桥发生了一桩令人心寒的惨案。剑桥的高材生马克被发现吊死于一个农屋，嘴上还残留着紫色口红。所有人躲避着这起案子，但马克富有的父亲找到了一家刚有点起色的侦探事务所，授权科迪莉亚·格雷调查马克的死因。生嫩的女侦探竟然发现了一连串秘密与罪恶，并嗅到一股浓烈的谋杀气息。而同时，危险再次逼近……,"原价：36.00元
作者：[英]P.D.詹姆斯 [译]祁阿红
出版社：江苏凤凰文艺出版社
出版日期：2016-01-01
ISBN：9787539969886
字数: –
页码: 304
版次：1
开本：32",http://www.pdfbook.cn/03/5596.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8A%E4%B8%80%E4%BB%BD%E4%B8%8D%E9%80%82%E5%90%88%E5%A5%B3%E4%BA%BA%E7%9A%84%E5%B7%A5%E4%BD%9C%E3%80%8B%5B%E8%8B%B1%5DP.D.%E8%A9%B9%E5%A7%86%E6%96%AF%20%5B%E8%AF%91%5D%E7%A5%81%E9%98%BF%E7%BA%A2%20%E6%B1%9F%E8%8B%8F%E5%87%A4%E5%87%B0%E6%96%87%E8%89%BA%E5%87%BA%E7%89%88%E7%A4%BE%20201601%20%E7%B2%BE%E5%93%81.epub,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1152-216x300.png,,一份不适合女人的工作
请参考图书详情,心理学,《身体知道答案》作者从一名心理学者的角度，结合大量生动的案例，分析了身体与心灵、意识与潜意识的关系，指出了我们的心是如何构建了自己的世界的。我们身体的很多反应，其实都是有着深层的心理原因的，因而作者提倡回归身体，将身体与心灵链接起来，“成为真实的你自己”，做到这一点后，你将发现，生命真的可以是自由的。,"原价：36.00元
作者：武志红
出版社：鹭江出版社
出版日期：2013-01-01
ISBN：9787545905311
字数: –
页码: 229
版次：1
开本：16",http://www.pdfbook.cn/25/5601.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8A%E8%BA%AB%E4%BD%93%E7%9F%A5%E9%81%93%E7%AD%94%E6%A1%88%E3%80%8B%5B%E4%B8%AD%5D%E6%AD%A6%E5%BF%97%E7%BA%A2%20%E9%B9%AD%E6%B1%9F%E5%87%BA%E7%89%88%E7%A4%BE%20201301.ebk3,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1153-216x300.png,,身体知道答案
请参考图书详情,管理学,从各个角度阐释了影响中国企业创新的各种因素，以及中国人和中国企业在创新方面急需解决的一些问题，观点深刻犀利。并且作者最终提出了创新的“不唯上，不唯人，只唯我”的核心理念。,"原价：39.80元
作者：肖知兴
出版社：中国人民大学出版社
出版日期：2010-03-01
ISBN：9787300116655
字数: –
页码: 220
版次：1
开本：16",http://www.pdfbook.cn/02/5604.html,城通网盘##https://pan.baidu.com/share/link?shareid=3826184631&uk=3154974934,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1154-216x300.png,,中国人为什么创新不起来
请参考图书详情,传记,蒋介石是中国近现代史上的一位重要人物，也是一位复杂人物。他的一生，有功有过。杨天石先生的《蒋氏秘档与蒋介石真相》一书，就是关于蒋介石研究的重要成果。本书利用在国内第二历史档案馆、台湾国民党党史会档案、大溪档案，美国哈佛大学、国会图书馆等地所藏档案，结合具体历史事件，分专题对蒋介石进行了深入探讨——如蒋介石刺杀陶成章事件、蒋介石在上海办交易所事、中山舰事件中的蒋介石、蒋介石与胡汉民的矛盾冲突、北伐中蒋介石与国民党左派的矛盾冲突、蒋介石的对日战略，等等。这些专题研究有的具有独创性，填补了以往蒋介石研究的空白，有的则因新材料的发现，而对老问题又提出了新见解，订正了以住的偏颇或模糊不清之处。胡乔木同志生前读到了本书中《中山舰事件之谜》一文，曾经赞誉它是一篇不可多得的“具有世界水平”的著作。,"原价：68.00元
作者：杨天石
出版社：重庆出版社
出版日期：2015-11-01
ISBN：9787229102975
字数: –
页码: 568
版次：1
开本：16",http://www.pdfbook.cn/07/5607.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8A%E8%92%8B%E6%B0%8F%E7%A7%98%E6%A1%A3%E4%B8%8E%E8%92%8B%E4%BB%8B%E7%9F%B3%E7%9C%9F%E7%9B%B8%E3%80%8B%5B%E4%B8%AD%5D%E6%9D%A8%E5%A4%A9%E7%9F%B3%20%E9%87%8D%E5%BA%86%E5%87%BA%E7%89%88%E7%A4%BE%20201511%20%E7%B2%BE%E5%93%81.epub,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1155-216x300.png,,蒋氏秘档与蒋介石真相
请参考图书详情,网络与通讯,,"原价：7.99元
作者：哈贵庭
出版社：阳光出版社
出版日期：2011-03-01
ISBN：-
字数: –
页码: 529
版次：1
开本：-",http://www.pdfbook.cn/22/5610.html,城通网盘##https://pan.baidu.com/share/link?shareid=1082701562&uk=3154974934,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1156-216x300.png,,计算机网络工程
请参考图书详情,政治与军事,《独裁者手册》这本书里，梅斯奎塔和史密斯研究多年，得出了一个能够相当完美地解释这一政治现象的理论，即：不管是国家、公司还是国际组织，其政治格局不能简单地以“民主”和“独裁”来划分，而必须用民意选民、实际选民、胜利联盟的数字多少来描写。如果胜利联盟的人数很多，那么这个国家就是我们通常所说的民主国家。反过来，如果胜利联盟的人数非常少，那么不管这个国家有没有选举，都是事实上的非民主国家。据此，很容易明白：在刚果，利奥波德二世只需要让少数人高兴就足以维持自己的统治；而在比利时，他必须让很多人满意才行。,"原价：42.20元
作者：[美]布鲁斯·布鲁诺·德·梅斯奎塔等[译]骆伟阳 出版社： 江苏文艺出版社
出版日期：2014-05-01
ISBN：9787539973470
字数: –
页码: 400
版次：1
开本：32",http://www.pdfbook.cn/29/5613.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8A%E7%8B%AC%E8%A3%81%E8%80%85%E6%89%8B%E5%86%8C%E3%80%8B%5B%E7%BE%8E%5D%E5%B8%83%E9%B2%81%E6%96%AF%C2%B7%E5%B8%83%E9%B2%81%E8%AF%BA%C2%B7%E5%BE%B7%C2%B7%E6%A2%85%E6%96%AF%E5%A5%8E%E5%A1%94%E7%AD%89%20%5B%E8%AF%91%5D%E9%AA%86%E4%BC%9F%E9%98%B3%20%E6%B1%9F%E8%8B%8F%E6%96%87%E8%89%BA%E5%87%BA%E7%89%88%E7%A4%BE%20201405%20%E7%B2%BE%E5%93%81.epub,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1157-216x300.png,,独裁者手册
请参考图书详情,励志成功,《安静 内向性格的竞争力》充满激情，既有给人深刻印象的研究，也有深入人心的真人真事，它向读者们展示了内向者是如何戏剧性地被低估，揭示了在这个错误的过程中世界失去了什么。作者带领读者从戴尔·卡内基的出生地到哈佛商学院，从托尼·罗宾斯的研习班到福音派大教堂，追溯20世纪外向理想型如何崛起，并探索其久远的影响。作者还采访了那些张扬、热情的美国学校里格格不入的亚裔学生，她质疑美国商业文化的主流价值观，认为在这样的价值体系中，创造力会因强制性合作而被抹杀，内向者的领导潜质也会被忽略。她运用了最前沿的心理学和神经科学研究成果揭示外向者和内向者之间的惊人差异。,"原价：39.00元
作者：[美]苏珊·凯恩 [译]高洁
出版社：中信出版社社
出版日期：2012-09-01
ISBN：9787508634784
字数:  –
页数：267
版次：1
开本：16",http://www.pdfbook.cn/05/5617.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8A%E5%AE%89%E9%9D%99%E5%86%85%E5%90%91%E6%80%A7%E6%A0%BC%E7%9A%84%E7%AB%9E%E4%BA%89%E5%8A%9B%E3%80%8B%5B%E7%BE%8E%5D%E8%8B%8F%E7%8F%8A%C2%B7%E5%87%AF%E6%81%A9%20%5B%E8%AF%91%5D%E9%AB%98%E6%B4%81%20%E4%B8%AD%E4%BF%A1%E5%87%BA%E7%89%88%E7%A4%BE%20201209.ebk3,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1158-216x300.png,,安静 内向性格的竞争力
请参考图书详情,教育,《践行教育的信仰 一位校长的学·思·行》是杜军校长从教几十年里的所思所想所见所闻的结晶。这是校长成长的新路历程的记录，是教学一线的声音、图像的集成，是教学管理、思考的物化。,"原价：48.00元
作者：杜军
出版社：中华书局
出版日期：2011-11-01
ISBN：9787101082661
字数:   –
页数：264
版次：1
开本：16",http://www.pdfbook.cn/23/5621.html,城通网盘##https://pan.baidu.com/share/link?shareid=1659742422&uk=3154974934,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1159-216x300.png,,践行教育的信仰 一位校长的学·思·行
请参考图书详情,中国经济,《中国领先一把：第三次工业革命在中国》概述了全球新能源革命的趋势，总结了欧美等国家在这方面的经验教训，结合改革开放三十年“中国制造”以及中国光伏产业曲折发展的历史，从理论和实践、观念和思维、经济和社会、产业和企业、当前和未来等角度，全面的论述了中国在这一轮工业革命中应采取的战略、策略、政策和措施，从而领先世界的判断。,"原价：79.00元
作者：李河君
出版社：中信出版社
出版日期：2014-01-01
ISBN：9787508642444
字数: –
页数：384
版次：1
开本：16",http://www.pdfbook.cn/02/5627.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8A%E4%B8%AD%E5%9B%BD%E9%A2%86%E5%85%88%E4%B8%80%E6%8A%8A%20%E7%AC%AC%E4%B8%89%E6%AC%A1%E5%B7%A5%E4%B8%9A%E9%9D%A9%E5%91%BD%E5%9C%A8%E4%B8%AD%E5%9B%BD%E3%80%8B%5B%E4%B8%AD%5D%E6%9D%8E%E6%B2%B3%E5%90%9B%20%E4%B8%AD%E4%BF%A1%E5%87%BA%E7%89%88%E7%A4%BE%20201401%20%E7%B2%BE%E5%93%81.epub,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1160-216x300.png,,中国领先一把 第三次工业革命在中国
请参考图书详情,经济管理,一部讲述美元与英镑决斗的著作，居然席卷欧美，口碑销量俱佳，让人吃惊不已。作为早已“作古”的事件，布雷顿森林的往事有何魅力重新吸引当代人的视线呢？,"原价：69.00元
作者：[美]本·斯泰尔 [译]符荆捷等
出版社： 机械工业出版社
出版日期：2014-01-01
ISBN：97871114513034
字数: –
页数：444
版次：1
开本：16",http://www.pdfbook.cn/02/5632.html,城通网盘##http://edu.ctfile.com/info/7YP174835,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1161-216x300.png,,布雷顿森林货币战 美元如何统治世界
请参考图书详情,社会学,"《KK三部曲(失控+科技想要什么+必然》这是《黑客帝国》主要演员的必读物之一，这本关于机器、系统、生物和社会的“大部头”，揭示了社会进化、特别是互联网发展的“先知预言”，从这本书里，人们可以窥探到SNS的今天和未来。
《KK三部曲(失控+科技想要什么+必然》涉猎：天文、化学、生物、计算机、控制论、运筹学、社会学……
同时又堪比《黑客帝国》中洞悉未来的“神谕”，正在兴起的“云计算”、“物联网”等都可以在这本写于15年前的书中找到相关的影子。","原价：88.00元
作者：[美]凯文·凯利 [译] 张行舟
出版社：中信出版社
出版日期：2015-12-01
ISBN：787915001070
字数: 818014
页数：-
版次：1
开本：-",http://www.pdfbook.cn/23/5635.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8AKK%E4%B8%89%E9%83%A8%E6%9B%B2%28%E5%A4%B1%E6%8E%A7%2B%E7%A7%91%E6%8A%80%E6%83%B3%E8%A6%81%E4%BB%80%E4%B9%88%2B%E5%BF%85%E7%84%B6%E3%80%8B%5B%E7%BE%8E%5D%E5%87%AF%E6%96%87%C2%B7%E5%87%AF%E5%88%A9%20%5B%E8%AF%91%5D%20%E5%BC%A0%E8%A1%8C%E8%88%9F%20%E4%B8%AD%E4%BF%A1%E5%87%BA%E7%89%88%E7%A4%BE%20201512.epub,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1162-216x300.png,,KK三部曲(失控+科技想要什么+必然)
请参考图书详情,小说,"言情经典，新版。
桐华首度续写三万字内容。随书赠送精美“穿越”明信片。
白领俪人若曦独立自主，聪明醒目，意外穿越到清朝康熙年间。
穿越、情仇、宫斗、浪漫、残酷……若曦带着对清史的洞悉卷入这场九王夺嫡的争斗中，不断地与命运抗争或妥协。她知道历史的走向，也知道站在谁一边才是明智的选择，可这里有她深爱之人，于是， 她只能处处为营，步步惊心。","原价：38.00元
作者：桐华
出版社：湖南文艺出版社
出版日期：2011-09-01
ISBN：9787540450977
字数: 520000
页数：624
版次：1
开本：16",http://www.pdfbook.cn/03/5638.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8A%E6%AD%A5%E6%AD%A5%E6%83%8A%E5%BF%83%28%E4%B8%8A%E5%86%8C%29%E3%80%8B%28%E6%96%B0%E7%89%88%29%20%5B%E4%B8%AD%5D%E6%A1%90%E5%8D%8E%20%E6%B9%96%E5%8D%97%E6%96%87%E8%89%BA%E5%87%BA%E7%89%88%E7%A4%BE%20201109%20%E7%B2%BE%E5%93%81.epub,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1163-216x300.png,,步步惊心(上下册)(新版)
请参考图书详情,英语与其他外语,《标准韩国语：第1册》是1992年中韩建交后中国国内编撰出版的一套韩国语教材。当时，国内各大专院校为开展韩国语教学，急需一套标准的韩国语教材。为了满足这一需要，北京大学朝鲜语教研室主任安炳浩教授和副主任张敏副教授牵头，组织国内25所知名大学韩国语专业的教师一起商讨，听取了大家的建议，编写了《标准韩国语》（一、二、三册）韩国语基础教材。1996年9月，《标准韩国语》由北京大学出版社一次印刷出版发行。此后，《标准韩国语》成为各大专院校韩国语专业广泛采用的教科书，一直备受广大教师和学生的欢迎。,"原价：42.00元
作者：安炳浩，张敏，权金淑
出版社：北京大学出版社
出版日期：2011-08-01
ISBN：9787301190814
字数: 430000
页码: 312
版次：4
开本：16",http://www.pdfbook.cn/20/5582.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8A%E6%A0%87%E5%87%86%E9%9F%A9%E5%9B%BD%E8%AF%AD%E3%80%8B%28%E7%AC%AC1%E5%86%8C%29%28%E4%BF%AE%E8%AE%A2%E6%9C%AC%29%20%5B%E4%B8%AD%5D%E5%AE%89%E7%82%B3%E6%B5%A9%E7%AD%89%20%E5%8C%97%E4%BA%AC%E5%A4%A7%E5%AD%A6%E5%87%BA%E7%89%88%E7%A4%BE%20201108%20%E7%B2%BE%E5%93%81.epub,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1148-216x300.png,,标准韩国语(第1册)(修订本)
请参考图书详情,外国小说,"她知道，只要说“我需要你”，好朋友就永远会在。
塔莉，美丽聪明，却行为叛逆，总是人们目光的焦点，但没有人知道，她一直活在被母亲抛弃的阴影中，更害怕一直照顾她的外婆撒手人寰，让她彻底孤单。她渴望归属感、渴望有人能无条件爱她。","原价：36.00元
作者：[美]克莉丝汀·汉娜 [译]康学慧
出版社：百花洲文艺出版社
出版日期：2015-11-01
ISBN：9787550015432
字数: 360000
页码: 364
版次：1
开本：16",http://www.pdfbook.cn/03/5524.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8A%E8%90%A4%E7%81%AB%E8%99%AB%E5%B0%8F%E5%B7%B7%E3%80%8B%5B%E7%BE%8E%5D%E5%85%8B%E8%8E%89%E4%B8%9D%E6%B1%80%C2%B7%E6%B1%89%E5%A8%9C%20%5B%E8%AF%91%5D%E5%BA%B7%E5%AD%A6%E6%85%A7%20%E7%99%BE%E8%8A%B1%E6%B4%B2%E6%96%87%E8%89%BA%E5%87%BA%E7%89%88%E7%A4%BE%20201511%20%E7%B2%BE%E5%93%81.epub,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1133-216x300.png,,萤火虫小巷
请参考图书详情,小说,《1Q84（套装全3册）》包含《1Q84》Book1（4月-6月）、《1Q84》Book2（7月-9月）、《1Q84》Book3（10月-12月）。,"原价：111.50元
作者：[日]村上春树 [译]施小炜
出版社：南海出版公司
出版日期：2011-01-01
ISBN：9787544264099
字数: 360000
页码: 1248
版次：1
开本：32
套装数量：3",http://www.pdfbook.cn/03/5529.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8A1Q84%E3%80%8B%28%E5%85%A8%E9%9B%86%29%20%5B%E6%97%A5%5D%E6%9D%91%E4%B8%8A%E6%98%A5%E6%A0%91%20%5B%E8%AF%91%5D%E6%96%BD%E5%B0%8F%E7%82%9C%20%E5%8D%97%E6%B5%B7%E5%87%BA%E7%89%88%E5%85%AC%E5%8F%B8%20201101.epub,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1134-216x300.png,,1Q84(全集)
请参考图书详情,小说,"他是清风朗月、剑眉星目的少年，他是她美的初恋，也是她刻骨的仇人。
他在门外砸门，她不惜报警说他扰民；面对他的逼迫，她宁愿开车冲出马路撞伤自己，鲜血淋漓地避而不见。时光荏苒，匆匆五年。国际酒店外面繁星璀璨，他终于将她堵在观光电梯里面。他的目光沿着她紧身短裙包裹出的曲线一路向下……耐不住嗓子干涩，她轻咳一声。他微笑着将视线移回她的脸，“怎么？应酬完了？”她当然明白他那句意味深长的“应酬”代表什么，回他一个更暧昧的声音，“何必明知故问呢？”“介不介意透露一下，你的价码是多少？”一楼到了，她以快速度冲向电梯门。
他却更快她一步挡在了电梯门前，“只要让你演女一号，谁都可以陪吗？”“当然，也包括你！”","原价：48.00元
作者：叶落无心
出版社：江苏凤凰文艺出版社
出版日期：2015-04-01
ISBN：9787539971063
字数: 350000
页码: 480
版次：1
开本：32
套装数量：2",http://www.pdfbook.cn/03/5533.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8A%E7%BA%B5%E7%84%B6%E7%BC%98%E6%B5%85%20%E5%A5%88%E4%BD%95%E6%83%85%E6%B7%B1%E3%80%8B%28%E5%A5%97%E8%A3%85%E4%B8%8A%E4%B8%8B%E5%86%8C%29%20%5B%E4%B8%AD%5D%E5%8F%B6%E8%90%BD%E6%97%A0%E5%BF%83%20%E6%B1%9F%E8%8B%8F%E5%87%A4%E5%87%B0%E6%96%87%E8%89%BA%E5%87%BA%E7%89%88%E7%A4%BE%20201504%20%E7%B2%BE%E5%93%81.epub,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1135-216x300.png,,纵然缘浅 奈何情深(套装上下册)
请参考图书详情,世界名著,"《包法利夫人》是福楼拜的成名作。小说通过对一名小资产阶级女性爱玛悲
剧性的情感生活的描写，描写了一幅19世纪法国的社会风俗史。虚荣的农庄
之女爱玛满怀对爱情的向往嫁给了乡村医生包法利，但丈夫的平庸和婚姻生
活的平淡使她的爱情理想破灭，从而变得郁郁寡欢。包法利为了她的健康移
居永维镇，但这个小镇依然令她不堪忍受。在农展会上，她受到地主罗多尔
夫的引诱，不久遭到遗弃。后来爱玛又与莱昂厮混，再次遭到遗弃。爱玛在
偷情生活中债台高筑，最后在绝望中吞砒霜自尽。","原价：6.00元
作者：[法]福楼拜 [译]罗国林
出版社：三秦出版社
出版日期：2009-06-01
ISBN：9787807365914
字数: 135000
页码: 157
版次：1
开本：32",http://www.pdfbook.cn/03/5537.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8A%E5%8C%85%E6%B3%95%E5%88%A9%E5%A4%AB%E4%BA%BA%E3%80%8B%28%E9%9D%92%E5%B0%91%E7%89%88%29%20%5B%E6%B3%95%5D%E7%A6%8F%E6%A5%BC%E6%8B%9C%20%5B%E8%AF%91%5D%E7%BD%97%E5%9B%BD%E6%9E%97%20%E4%B8%89%E7%A7%A6%E5%87%BA%E7%89%88%E7%A4%BE%20200906.epub,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1136-216x300.png,,包法利夫人(青少版)
请参考图书详情,小说,"《北京北京》是冯唐作品中气势最猛烈，如草原野火般的一部。这位语言的
魔术师，以汹涌澎湃、聪明灵动的语言，述说着自己的北京往事。他一边说
笑着，一边使坏着，当你惊叹着渐渐沉迷时，却突然发现巨大的悲伤悄然而
至，漫天火焰消失，然后，只有淡淡的缕缕清烟。这是梦想中的书。嚣张，
迅烈，胆大妄为。","原价：23.80元
作者：冯唐
出版社：重庆出版社
出版日期：2007-11-01
ISBN：9787536691452
字数: –
页码: 233
版次：1
开本：32",http://www.pdfbook.cn/03/5540.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8A%E5%8C%97%E4%BA%AC%EF%BC%8C%E5%8C%97%E4%BA%AC%E3%80%8B%5B%E4%B8%AD%5D%E5%86%AF%E5%94%90%20%E9%87%8D%E5%BA%86%E5%87%BA%E7%89%88%E7%A4%BE%20200711.epub,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1137-216x300.png,,北京，北京
请参考图书详情,个人修养,"我们都花了太多时间为无关紧要的琐事烦恼，诚实地说，这些事对人生并不重要，而我们却因此忽略了真正有意义的事情，只注意到出问题的地方。
在面对人生大事——死亡、地震、财务危机时，我们都能找到内在的力量，但碰小事却会抓狂，因而让我们的人生远离了快乐幸福。
别忘了，你所期待的幸福人生、美好未来，都在此刻就决定了。
着眼当下、试图改变，你会看见未来并不遥远。","原价：20.00元
作者：[美]卡尔森 [译]朱恩伶
出版社：华夏出版社
出版日期：2009-01-01
ISBN：9787508050003
字数: 160000
页码: 211
版次：1
开本：32",http://www.pdfbook.cn/05/5543.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8A%E5%88%AB%E4%B8%BA%E5%B0%8F%E4%BA%8B%E6%8A%93%E7%8B%82%E3%80%8B%5B%E7%BE%8E%5D%E5%8D%A1%E5%B0%94%E6%A3%AE%20%5B%E8%AF%91%5D%E6%9C%B1%E6%81%A9%E4%BC%B6%20%E5%8D%8E%E5%A4%8F%E5%87%BA%E7%89%88%E7%A4%BE%20200901.epub,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1138-216x300.png,,别为小事抓狂
请参考图书详情,作品集,读一部好书。就是和许多高尚的人谈话。最为醒目的散文精品，影响成千上万人，叩击着一代又一代人的心灵。开阔文学视野。提高审美意识。触动写作灵感。,"原价：-元
作者：刘振鹏
出版社：辽海出版社
出版日期：2010-05-01
ISBN：9787545109252
字数: –
页码: 928
版次：1
开本：16
套装数量：4",http://www.pdfbook.cn/04/5546.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8A%E6%9C%80%E5%8F%97%E8%AF%BB%E8%80%85%E5%96%9C%E7%88%B1%E7%9A%84%E6%95%A3%E6%96%871%E3%80%8B%28%E5%85%B14%E5%86%8C%29%20%5B%E4%B8%AD%5D%E5%88%98%E6%8C%AF%E9%B9%8F%20%E8%BE%BD%E6%B5%B7%E5%87%BA%E7%89%88%E7%A4%BE%20201005%20%E7%B2%BE%E5%93%81.epub,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1139-216x300.png,,最受读者喜爱的散文(全套共4册)
请参考图书详情,散文随笔,如果说徐志摩的存在是民国文坛的一抹亮丽风景线，那么他生命中与之息息相关的三位传奇女子，则是后世之人眼中构筑他人生的最绚烂的彩虹。她们或隐忍刚强，或才貌双全，或柔美多情，她们的爱情和文字都是最独特的人生姿态。,"原价：35.00元
作者：钟小萌
出版社：江苏凤凰文艺出版社
出版日期：2015-09-01
ISBN：9787539986128
字数: 115000
页码: 256
版次：1
开本：32",http://www.pdfbook.cn/04/5550.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8A%E5%A4%A9%E6%B6%AF%E4%B8%80%E5%88%AB%EF%BC%8C%E5%8B%BF%E5%BF%98%E5%BF%83%E5%AE%89%E3%80%8B%5B%E4%B8%AD%5D%E9%92%9F%E5%B0%8F%E8%90%8C%20%E6%B1%9F%E8%8B%8F%E5%87%A4%E5%87%B0%E6%96%87%E8%89%BA%E5%87%BA%E7%89%88%E7%A4%BE%20201509.ebk3,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1140-216x300.png,,天涯一别，勿忘心安
请参考图书详情,英语与其他外语,《我爱读好英文 与悲欢世界温柔相处》涵盖了40篇中英双语对照的感人励志的故事，讲述了发生在不同人身上的喜忧参半的故事，如《与父亲共舞》《迟到的情书》《朋友间就该这么做》等。文笔极具感染力，让读者在阅读的同时，生发出积极乐观的希望。,"原价：26.00元
作者：章华
出版社：湖南文艺出版社
出版日期：2013-01-01
ISBN：9787540458348
字数: –
页码: 224
版次：1
开本：32",http://www.pdfbook.cn/20/5554.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8A%E6%88%91%E7%88%B1%E8%AF%BB%E5%A5%BD%E8%8B%B1%E6%96%87%20%E4%B8%8E%E6%82%B2%E6%AC%A2%E4%B8%96%E7%95%8C%E6%B8%A9%E6%9F%94%E7%9B%B8%E5%A4%84%E3%80%8B%5B%E8%AF%91%5D%E7%AB%A0%E5%8D%8E%20%E6%B9%96%E5%8D%97%E6%96%87%E8%89%BA%E5%87%BA%E7%89%88%E7%A4%BE%20201301%20%E7%B2%BE%E5%93%81.epub,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1141-216x300.png,,我爱读好英文 与悲欢世界温柔相处
请参考图书详情,时尚,"不是所有的美白方法都适合你，但总有一种最适合你！
《一万种美白方法》由皮肤博士为不同肤质、不同习惯、不同环境的你量身打造，悉心介绍各种最科学、最安全、最有效的美白方法，通过日常防晒、消除黑色素产品的使用、中医食疗调理等多环节的系统配合，帮助你从根本上减少黑色素，增白肌肤，让你的皮肤白里透红，光泽亮丽。","原价：29.90元
作者：莫秀梅
出版社： 广东科技出版社
出版日期：2013-09-01
ISBN：9787535963031
字数: –
页码: 220
版次：1
开本：16",http://www.pdfbook.cn/11/5558.html,城通网盘##http://pdfbook-10016683.cos.myqcloud.com/%E3%80%8A%E4%B8%80%E4%B8%87%E7%A7%8D%E7%BE%8E%E7%99%BD%E6%96%B9%E6%B3%95%E3%80%8B%5B%E4%B8%AD%5D%E8%8E%AB%E7%A7%80%E6%A2%85%20%E5%B9%BF%E4%B8%9C%E7%A7%91%E6%8A%80%E5%87%BA%E7%89%88%E7%A4%BE%20201309%20%E7%B2%BE%E5%93%81.epub,,,,http://www.pdfbook.cn/wp-content/uploads/2016/02/1142-216x300.png,,一万种美白方法
